serial	tag_date	user_token	tag	from_type	origin	origin_desc	action	last_at	created_at	updated_at
NULL	2021-12-18	U27b11eb6636d84172dd511a4c80c4c4d	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:02:15	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U27b11eb6636d84172dd511a4c80c4c4d	已滿18歲	6	event	role	1	2021-12-17 23:02:12	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U285f183b328f0d113207d11191f2c857	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 00:28:39	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U285f183b328f0d113207d11191f2c857	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 00:28:39	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U285f183b328f0d113207d11191f2c857	已滿18歲	6	event	role	1	2021-12-17 00:28:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U296a46fa9e9f7fda89af92c3d5f86ffe	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:33:31	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U296a46fa9e9f7fda89af92c3d5f86ffe	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:33:31	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2a358418af11874646833cf7e860b922	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 23:26:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2a358418af11874646833cf7e860b922	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:26:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2a358418af11874646833cf7e860b922	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:26:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2a358418af11874646833cf7e860b922	已滿18歲	6	event	role	2	2021-12-17 23:24:39	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2afe66b239c227a348f5350563fa9c85	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 17:26:08	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2afe66b239c227a348f5350563fa9c85	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 17:26:08	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2afe66b239c227a348f5350563fa9c85	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 17:26:08	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2b3c5437ed35089006965e51976b0aa7	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 22:41:25	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2b3c5437ed35089006965e51976b0aa7	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:41:25	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2b3c5437ed35089006965e51976b0aa7	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:41:25	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2b3c5437ed35089006965e51976b0aa7	已滿18歲	6	event	role	1	2021-12-17 22:41:22	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2bcb49966842156859afc9242bb618b2	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 11:53:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2bcb49966842156859afc9242bb618b2	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 11:53:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2bcb49966842156859afc9242bb618b2	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 11:53:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2caca2a5111fe9a7418199bc5b9e5b6f	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2caca2a5111fe9a7418199bc5b9e5b6f	五行杯活動_主選單_下一頁(未綁定)	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2cf629454e795fde850b51717d0943ed	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:05:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2cf629454e795fde850b51717d0943ed	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:05:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2cf629454e795fde850b51717d0943ed	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:05:56	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2d76283b9045a4bb23228c102c00460c	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2db0de9c488204bc8a70630577abc58a	0830_居家威士忌學堂四_酒廠巡禮下_威士忌產品	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2db0de9c488204bc8a70630577abc58a	0830_居家威士忌學堂四_酒廠巡禮下互動者	14	event	expiry	3	2021-12-17 01:01:25	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dfb1c5e1b7c6a3cc4edea7440fd3fe6	1124_Mortlach12yoTW互動者	1	event	other	1	2021-12-17 08:22:23	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dfb1c5e1b7c6a3cc4edea7440fd3fe6	1124_Mortlach12yoTW影片	1	event	other	1	2021-12-17 08:22:23	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dfb1c5e1b7c6a3cc4edea7440fd3fe6	1213泰斯卡品酩會新竹場_按鈕	1	event	other	1	2021-12-17 08:06:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dfb1c5e1b7c6a3cc4edea7440fd3fe6	1213泰斯卡品酩會新竹場互動者	1	event	other	1	2021-12-17 08:06:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dfb1c5e1b7c6a3cc4edea7440fd3fe6	對Mortlach有興趣者	1	event	other	2	2021-12-17 08:22:23	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dfb1c5e1b7c6a3cc4edea7440fd3fe6	對Talisker有興趣者	1	event	other	2	2021-12-17 08:06:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dffae836c3a78bf1c22ee202cb3cd9a	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:31:46	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dffae836c3a78bf1c22ee202cb3cd9a	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:31:46	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2dffae836c3a78bf1c22ee202cb3cd9a	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:31:46	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e3d7bd0d6b5c04bb914bb2e11d5a598	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 19:05:05	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e3d7bd0d6b5c04bb914bb2e11d5a598	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 19:05:05	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e3d7bd0d6b5c04bb914bb2e11d5a598	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 19:05:05	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e44a7966f8c21eb0d2d1cf2363c3485	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 18:36:58	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e44a7966f8c21eb0d2d1cf2363c3485	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 18:36:58	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e8c789f5774d5e2a315015241e1f213	1214_慕星計畫提醒互動者	1	event	other	1	2021-12-17 22:12:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e8c789f5774d5e2a315015241e1f213	1214慕星計畫提醒_大圖	1	event	other	1	2021-12-17 22:12:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2e8c789f5774d5e2a315015241e1f213	對Mortlach有興趣者	1	event	other	1	2021-12-17 22:12:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2f51cbd9a3b5d31656f7d884f958bc4c	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 22:55:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2f51cbd9a3b5d31656f7d884f958bc4c	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:55:25	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2f51cbd9a3b5d31656f7d884f958bc4c	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:55:25	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U30a358258b9cc42f8efee1bef0baa1b0	慕星計畫RM	1	event	other	1	2021-12-17 22:42:11	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3271beffd8bd4f00959cb36889431e7c	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U328e8fc18c273e8b3751e6e299d67651	0906_居家威士忌學堂四_酒廠巡禮下_觀看多影片	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U328e8fc18c273e8b3751e6e299d67651	0906_居家威士忌學堂四_酒廠巡禮下互動者	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U334da484e267012981ffb0a7804a47b4	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 17:57:16	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U334da484e267012981ffb0a7804a47b4	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 17:57:16	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U33a079fd3dfd66faffba1005a398bf49	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:44:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U33a079fd3dfd66faffba1005a398bf49	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:44:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U33a079fd3dfd66faffba1005a398bf49	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:44:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U34cb79b9c2a7398c8373517eb2a78faa	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 18:26:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U34cb79b9c2a7398c8373517eb2a78faa	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 18:26:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U34cb79b9c2a7398c8373517eb2a78faa	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 18:26:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35873d257e9988b1af178077aad34c63	對Mortlach有興趣者	1	event	other	1	2021-12-17 20:33:35	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35873d257e9988b1af178077aad34c63	慕星計畫新好友_累積點數	1	event	other	1	2021-12-17 20:33:35	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35873d257e9988b1af178077aad34c63	慕星計畫新好友互動者	1	event	other	1	2021-12-17 20:33:35	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35924c6e5d907c08f3eb65a371925667	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:15:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35924c6e5d907c08f3eb65a371925667	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:15:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35924c6e5d907c08f3eb65a371925667	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:15:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35ab4ad999ab7cc1571ec4a943a1b571	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 19:57:37	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U35ab4ad999ab7cc1571ec4a943a1b571	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 19:57:37	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U36469e1c3d393a5f5feb8f7a5673b39c	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 20:05:54	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U36469e1c3d393a5f5feb8f7a5673b39c	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 20:05:54	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U36469e1c3d393a5f5feb8f7a5673b39c	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 20:05:54	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3693e973049359df7f51314a2da36914	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 19:33:31	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3693e973049359df7f51314a2da36914	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 19:33:31	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3886a0cd7bf8a98255d8d54c6230febe	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:45:07	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3886a0cd7bf8a98255d8d54c6230febe	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:45:07	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3886a0cd7bf8a98255d8d54c6230febe	已滿18歲	6	event	role	1	2021-12-17 21:44:45	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3914454aadac20a7c9469c5b4211e214	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:15:39	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3914454aadac20a7c9469c5b4211e214	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:15:39	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3914454aadac20a7c9469c5b4211e214	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:15:39	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U397c5f1ae111139f8b2c4716b78424af	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:05:57	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U397c5f1ae111139f8b2c4716b78424af	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:05:57	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U397c5f1ae111139f8b2c4716b78424af	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:05:57	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U397c5f1ae111139f8b2c4716b78424af	已滿18歲	6	event	role	1	2021-12-17 22:39:36	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U39b2a64dfbfae9974fe2ad57e5f212a4	對Mortlach有興趣者	1	event	other	2	2021-12-17 20:14:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U39b2a64dfbfae9974fe2ad57e5f212a4	慕星計畫RM	1	event	other	1	2021-12-17 20:14:51	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U39e1d8c3ae96867f240cb4fd73d140e1	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3a31063a5d6acda83233185bf4598efe	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:33:41	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3a31063a5d6acda83233185bf4598efe	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:33:41	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3a31063a5d6acda83233185bf4598efe	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:33:41	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3a3773266129315939805293482b7405	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 23:24:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3a3773266129315939805293482b7405	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:24:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3a3773266129315939805293482b7405	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:24:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3a3773266129315939805293482b7405	已滿18歲	6	event	role	2	2021-12-17 21:23:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3ab2212adf34ca2ebf3892df2b5465d4	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 19:39:45	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3ab2212adf34ca2ebf3892df2b5465d4	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 19:39:46	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3ab2212adf34ca2ebf3892df2b5465d4	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 19:39:46	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3d7cb7114b19d3f2f887fe9933804cb1	會員綁定	1	event	other	1	2021-12-17 12:35:02	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3d7cb7114b19d3f2f887fe9933804cb1	已滿18歲	6	event	role	1	2021-12-17 08:43:52	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3d7cb7114b19d3f2f887fe9933804cb1	會員綁定	6	event	role	2	2021-12-17 12:36:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3eff7ef05ad3f8684c61f61f373706ab	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 19:33:40	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3eff7ef05ad3f8684c61f61f373706ab	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 19:33:40	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3eff7ef05ad3f8684c61f61f373706ab	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 19:33:40	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3eff7ef05ad3f8684c61f61f373706ab	已滿18歲	6	event	role	1	2021-12-17 19:15:52	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3f60f03c1c42e87a8da4b8db16b6feb1	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 17:23:23	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3f60f03c1c42e87a8da4b8db16b6feb1	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 17:23:23	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3f60f03c1c42e87a8da4b8db16b6feb1	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 17:23:23	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3f60f03c1c42e87a8da4b8db16b6feb1	慕星計畫RM	1	event	other	1	2021-12-17 17:23:04	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3fcf0a457d7cdd73cf21231a376b1113	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 20:32:52	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3fcf0a457d7cdd73cf21231a376b1113	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 20:32:52	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3fcf0a457d7cdd73cf21231a376b1113	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 20:32:52	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U3fcf0a457d7cdd73cf21231a376b1113	已滿18歲	6	event	role	1	2021-12-17 20:36:05	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U416b1f0064dea41e4b6407e67cbd0104	0906_居家威士忌學堂四_酒廠巡禮下_歐本	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U416b1f0064dea41e4b6407e67cbd0104	0906_居家威士忌學堂四_酒廠巡禮下互動者	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U416e407643da2bce658ce926c4f8cc0b	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U418b7bc49077c2830120f5cf5a591e9e	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 22:06:03	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U418b7bc49077c2830120f5cf5a591e9e	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:06:03	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U418b7bc49077c2830120f5cf5a591e9e	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:06:03	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U42d3acb5736b95ff9ee122cad1f86ecd	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:37:07	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U42d3acb5736b95ff9ee122cad1f86ecd	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:37:07	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U42d3acb5736b95ff9ee122cad1f86ecd	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:37:07	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U42deb62db962094b66d00cb428f15434	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 13:38:48	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U42deb62db962094b66d00cb428f15434	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 13:39:04	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U42deb62db962094b66d00cb428f15434	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 13:39:04	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U42deb62db962094b66d00cb428f15434	已滿18歲	6	event	role	1	2021-12-17 13:38:36	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4347d6d4b2bd1e3c3ff521d5fae26b33	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:59:48	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4347d6d4b2bd1e3c3ff521d5fae26b33	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:59:48	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4347d6d4b2bd1e3c3ff521d5fae26b33	已滿18歲	6	event	role	1	2021-12-17 21:59:20	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4368e7887754cdc755a032fbccc5b1a2	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 23:30:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4368e7887754cdc755a032fbccc5b1a2	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:30:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4368e7887754cdc755a032fbccc5b1a2	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:30:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U443cfebff7edf4a39c1c42d9fd5f3098	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:00:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U443cfebff7edf4a39c1c42d9fd5f3098	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 21:00:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U443cfebff7edf4a39c1c42d9fd5f3098	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 21:00:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U443cfebff7edf4a39c1c42d9fd5f3098	已滿18歲	6	event	role	1	2021-12-17 21:00:11	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U44733eac60bad24fb974d5864fd4c328	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 00:00:57	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U44733eac60bad24fb974d5864fd4c328	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 00:00:57	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U44733eac60bad24fb974d5864fd4c328	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 00:00:57	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U44733eac60bad24fb974d5864fd4c328	已滿18歲	6	event	role	1	2021-12-17 00:00:52	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4478f8268a7fc38d212db4b390659c49	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:38:09	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4478f8268a7fc38d212db4b390659c49	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:38:09	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4478f8268a7fc38d212db4b390659c49	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:38:10	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4611eb769f488b5054b0b6667fa90b82	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 22:15:06	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4611eb769f488b5054b0b6667fa90b82	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:15:06	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U4611eb769f488b5054b0b6667fa90b82	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:15:06	2021-12-18 04:17:08	2021-12-18 04:17:08
